Feature,Gain
acml_tr_pbmn_x,0.15812136232852936
prdy_vrss_x,0.13734346628189087
acml_vol_x,0.1277693212032318
prdy_vrss_sign_x,0.09962472319602966
flng_cls_code,0.042327336966991425
