Feature,Gain
op_prfi,0.21794843673706055
fix_lblt,0.17022591829299927
thtr_ntin,0.07924900949001312
acml_vol_x,0.06923399865627289
acml_tr_pbmn_x,0.06250865012407303
fxas,0.05697539076209068
prdy_vrss_sign_x,0.04617726802825928
prdy_vrss_x,0.04341587796807289
sale_account,0.040753431618213654
sale_cost,0.03425927087664604
flng_cls_code,0.022426331415772438
cras,0.003265809267759323
